time_total,cpu_usage,throughput_mean,turnaround_mean,waiting_time_mean,response_time_mean,context_switch_mean,number_of_processes
16.0,81.25,1.0,8.0,4.0,4.0,0.1875,4.0
30.0,93.333336,1.0,13.0,3.0,3.0,0.06666667,3.0
29.0,86.206894,1.0,9.8,4.0,4.0,0.13793103,5.0
